20190327 134022.829|20190327 134022.829|1|fr.wikipedia.org|Équipe_cycliste_Aviludo-Louletano
20190327 090925.787|20190327 133432.068|2|fr.wikipedia.org|Boels_Ladies_Tour_2016?action=edit
20190327 090819.844|20190327 090819.844|1|fr.wikipedia.org|Boels_Ladies_Tour_2016
20190327 085637.094|20190327 085637.094|1|fr.wikipedia.org|Module:Infobox/Descriptif_course_cycliste2
20190327 075011.845|20190327 080110.757|3|fr.wikipedia.org|Module:Infobox/Cycliste?action=edit
20190327 075008.165|20190327 075501.652|3|fr.wikipedia.org|Module:Infobox/Cycliste
20190327 075328.724|20190327 075328.724|1|fr.wikipedia.org|Miguel_Indurain?action=edit
20190327 075322.317|20190327 075322.317|1|fr.wikipedia.org|Miguel_Indurain
20190324 101919.531|20190327 074842.475|11|it.wikipedia.org|Modulo:Wikidata
20190325 144054.484|20190327 074750.088|2|it.wikipedia.org|Modulo:Wikidata?action=edit
20190324 135623.581|20190327 074702.407|4|it.wikipedia.org|Template:WikidataId
20190324 114023.987|20190327 074701.593|4|it.wikipedia.org|Modulo:Infobox
20190324 110338.400|20190327 074701.414|4|it.wikipedia.org|Modulo:Controllo_Wikidata
20190325 144246.070|20190327 074700.206|3|it.wikipedia.org|Airbus_Group?action=edit
20190121 080029.357|20190327 074649.533|13|en.wiktionary.org|pronunciation
20190118 070529.809|20190327 074638.858|25|en.wiktionary.org|Module:syllables
20190115 062800.312|20190327 074624.703|31|de.wikipedia.org|Spezial:XowaSystemData?type=log_session
20190116 122416.129|20190327 074624.245|25|de.wikipedia.org|Vorlage:Lang/Doku
20190324 101707.686|20190325 143947.896|2|it.wikipedia.org|Airbus_Group
20190324 134256.577|20190324 135423.822|4|it.wikipedia.org|Template:Link_sinottico
20190324 112830.422|20190324 112830.422|1|it.wikipedia.org|Template:Infobox
20190324 111621.924|20190324 112803.540|2|it.wikipedia.org|Template:Azienda
20190323 153050.450|20190323 153050.450|1|www.wikidata.org|Special:XowaSearch?fulltext=y&search=Adityapur
20190323 153039.575|20190323 153039.575|1|www.wikidata.org|Special:XowaSearch?fulltext=y&search=Adityapur_railway_station
20181024 093105.262|20190323 152959.027|2|www.wikidata.org|Wikidata:Main_Page
20190323 123120.891|20190323 123120.891|1|en.wikipedia.org|Module:Taxonbar
20190323 123039.265|20190323 123039.265|1|en.wikipedia.org|Template:Taxonbar
20190323 122819.694|20190323 122819.694|1|en.wikipedia.org|Quadrisphaera
20190322 124408.460|20190322 124514.515|2|en.wikipedia.org|Alfonso_III
20190213 155059.452|20190214 101017.329|2|en.wikipedia.org|Template:Timeline_WWII_-_Pacific_Theater
20190118 085428.635|20190121 112418.426|2|en.wiktionary.org|Special:XowaSystemData?type=log_session
20190118 085851.384|20190121 080006.801|4|en.wiktionary.org|Wiktionary:Webster's_Dictionary,_1913
20190121 074848.176|20190121 074848.176|1|en.wiktionary.org|Module:syllables?action=edit
20190118 085830.520|20190118 085830.520|1|en.wiktionary.org|tarsel
20190118 085825.752|20190118 085825.752|1|en.wiktionary.org|tarsels
20190118 085042.627|20190118 085317.939|2|en.wiktionary.org|artless
20190118 082954.804|20190118 084936.140|3|en.wiktionary.org|Module:IPA/documentation
20190118 071213.478|20190118 082846.196|2|en.wiktionary.org|Appendix:English_pronunciation
20190118 071131.251|20190118 071131.251|1|en.wiktionary.org|Template:IPA
20190118 070932.033|20190118 070932.033|1|en.wiktionary.org|dictionary
20190118 070847.114|20190118 070847.114|1|en.wiktionary.org|Thesaurus:naive
20190118 070828.237|20190118 070828.237|1|en.wiktionary.org|Thesaurus:naive?action=edit
20190113 095201.918|20190116 122330.486|3|en.wikipedia.org|Z1_(computer)
20190115 062836.466|20190116 122325.283|2|de.wikipedia.org|Geographie
20190113 095317.616|20190115 062744.624|2|de.wikipedia.org|Hilfe:Übersicht
20180913 085455.057|20190113 095121.471|14|en.wikipedia.org|Main_Page
20190112 110011.988|20190113 095044.383|2|de.wikipedia.org|Wikipedia:Hauptseite
20190112 110118.789|20190113 095026.538|3|de.wikipedia.org|Orgasmus
20190112 111526.335|20190113 095025.172|3|de.wikipedia.org|MediaWiki:Nstab-wikipedia
20190112 130617.631|20190112 130617.631|1|en.wikipedia.org|Orgasm
20190112 111434.776|20190112 111434.776|1|de.wikipedia.org|MediaWiki:Mainpage-nstab
20190112 105740.891|20190112 105936.552|2|en.wikipedia.org|Template:Format_TemplateData
20190112 105809.491|20190112 105809.491|1|en.wikipedia.org|Template:Format_TemplateData/doc
20190112 105507.915|20190112 105507.915|1|en.wikipedia.org|James_Monroe
20190112 105054.425|20190112 105435.139|2|en.wikipedia.org|Module:Authority_control
20190112 104134.566|20190112 104134.566|1|en.wikibooks.org|Wikijunior:Biology/Introduction
20190112 104113.898|20190112 104113.898|1|en.wikibooks.org|Wikijunior:Biology
20190112 104052.844|20190112 104052.844|1|en.wikibooks.org|Main_Page
20181223 124555.705|20190112 103843.165|2|en.wikipedia.org|Video_game_remake
20181214 073335.076|20190112 103839.199|5|en.wikipedia.org|Constantinople
20181028 092304.067|20190112 103834.612|17|home|Special:XowaDownloadCentralInfo?task_id=474
20181028 090540.671|20190112 103832.665|17|en.wikipedia.org|1965–66_TSV_1860_Munich_season
20181028 101341.288|20190112 103826.048|17|en.wikipedia.org|Wozzeck
20181103 083709.283|20190112 103818.136|16|en.wikipedia.org|Anarchism_in_Africa
20181124 082329.214|20190112 103815.388|11|home|Special:XowaCfg?grp=xowa.html.page
20181222 170655.612|20181222 170655.612|1|en.wikipedia.org|Colonial_Conquest
20181222 170640.975|20181222 170640.975|1|en.wikipedia.org|Human–computer_interaction
20181222 170527.500|20181222 170527.500|1|en.wikipedia.org|Computer_accessibility
20181222 170503.312|20181222 170503.312|1|home|Urls/en.wikipedia.org/html
20181211 090136.353|20181214 073304.325|2|en.wikipedia.org|American_English
20181210 125613.962|20181211 085503.174|2|en.wikipedia.org|Template:DISPLAYTITLE/doc
20181126 145217.860|20181210 125322.474|4|en.wikipedia.org|Template:Chronology_of_tactical_role-playing_video_games?action=html
20181126 145425.243|20181126 145447.956|2|en.wikipedia.org|Template:Chronology_of_tactical_role-playing_video_games?action=edit
20181125 131606.221|20181126 145445.633|3|en.wikipedia.org|Template:Chronology_of_tactical_role-playing_video_games
20180902 134816.570|20181124 075053.442|36|home|Special:XowaDownloadCentral
20181017 085739.899|20181124 075030.613|20|en.wikipedia.org|Special:XowaSearch?search=abc&fulltext=y
20180902 134426.935|20181124 075030.222|12|home|Special:XowaCfg
20181020 104540.871|20181106 121028.457|4|Home|Main_Page
20181103 090939.782|20181103 090939.782|1|en.wikipedia.org|Social_class
20181027 111823.890|20181103 083642.474|4|en.wikipedia.org|Wikipedia:Featured_pictures/Space/Looking_out
20181028 091448.592|20181028 091448.592|1|home|Special:XowaDownloadCentralInfo?task_id=532
20181027 102101.271|20181028 075135.341|2|en.wikipedia.org|Template:Reflist
20181027 181338.006|20181027 181338.006|1|en.wikipedia.org|Alphabet_song
20181027 173158.506|20181027 180948.798|2|en.wikipedia.org|An_American_in_Paris
20181027 105429.457|20181027 173103.663|2|en.wikipedia.org|List_of_Governors_of_Alabama
20181027 121532.321|20181027 121532.321|1|home|Special:Options
20180902 133540.648|20181027 112304.035|2|home|Dev/Command-line/Dumps
20180902 131730.688|20181027 112219.923|4|home|Help/Contents
20181027 111711.156|20181027 111711.156|1|en.wikipedia.org|Wikipedia:Featured_pictures/Space/Looking_back
20181027 111624.842|20181027 111624.842|1|en.wikipedia.org|Wikipedia:Featured_pictures/Space/Getting_there
20181027 111525.762|20181027 111525.762|1|en.wikipedia.org|Wikipedia:Featured_pictures/Vehicles/Air
20181027 111438.765|20181027 111438.765|1|en.wikipedia.org|Wikipedia:Featured_pictures
20181027 110801.771|20181027 110801.771|1|commons.wikimedia.org|Commons:Photo_challenge/2017_-_May_-_Vehicles_of_public_transportation
20181027 110435.492|20181027 110435.492|1|commons.wikimedia.org|Commons:Photo_challenge
20181024 090122.107|20181027 110341.581|3|commons.wikimedia.org|Main_Page
20181026 055353.311|20181027 100230.104|2|en.wikipedia.org|Vulgar_Latin
20181026 055302.340|20181026 055302.340|1|en.wikipedia.org|United_States_Attorney_General
20181022 114830.558|20181026 055129.668|4|en.wikipedia.org|United_States_Secretary_of_the_Treasury
20181022 131837.002|20181022 131837.002|1|home|App/Import/Import_overview
20181022 115723.703|20181022 115723.703|1|en.wikipedia.org|Module:Official_website
20181022 115538.753|20181022 115538.753|1|en.wikipedia.org|Template:Official_website
20181022 115356.191|20181022 115356.191|1|en.wikipedia.org|Template:Commons
20181022 114526.828|20181022 114526.828|1|en.wikipedia.org|Geri_and_Freki
20181022 113733.930|20181022 113733.930|1|en.wikipedia.org|Reform_of_the_date_of_Easter
20180913 100525.771|20181022 113227.630|4|en.wikipedia.org|Help:Contents
20181020 121929.078|20181021 130907.562|6|en.wikipedia.org|Orpo
20181020 105406.102|20181020 105406.102|1|en.wikipedia.org|Edward_the_Elder
20181020 105358.843|20181020 105358.843|1|en.wikipedia.org|Portal:Featured_content
20181020 105123.016|20181020 105123.016|1|en.wikipedia.org|XXX
20181020 104526.172|20181020 104526.172|1|en.wikipedia.org|HOM
20181014 120659.061|20181017 085730.662|4|en.wikipedia.org|Sebastopol,_California
20181015 111743.835|20181015 112029.844|2|en.wikipedia.org|Special:XowaSearch?search=xy&fulltext=y
20181014 094528.222|20181014 094528.222|1|en.wikipedia.org|Obesity
20181011 112603.517|20181014 094456.438|3|en.wikipedia.org|Wikipedia:FAQ/Article_subjects
20181002 092111.026|20181006 083415.794|2|en.wikipedia.org|Special:XowaSearch?search=earl&fulltext=y
20181001 123732.218|20181001 123732.218|1|en.wikipedia.org|Mandy_Rice-Davies
20180928 111031.791|20180928 111031.791|1|en.wikipedia.org|Ella_Fitzgerald
20180916 075316.208|20180928 110959.302|4|en.wikipedia.org|Herman_Melville
20180928 085236.662|20180928 085236.662|1|en.wikipedia.org|Vitruvian_Man
20180928 072728.315|20180928 085148.292|2|en.wikipedia.org|Human_Genome_Project
20180928 072035.169|20180928 072035.169|1|en.wikipedia.org|Portal:Contents
20180927 075752.941|20180927 075752.941|1|en.wikipedia.org|Category:Biography_articles_without_infoboxes
20180926 175856.822|20180926 175856.822|1|en.wikipedia.org|1Malaysia_Development_Berhad_scandal
20180926 170926.462|20180926 170926.462|1|en.wikipedia.org|"O"_(Flowers_of_Hell_album)
20180926 165524.852|20180926 165524.852|1|en.wikipedia.org|Category:All_articles_with_dead_external_links
20180926 133636.965|20180926 133636.965|1|en.wikipedia.org|Category:1872_births
20180926 133627.136|20180926 133627.136|1|en.wikipedia.org|Bertrand_Russell
20180925 084938.538|20180925 084938.538|1|en.wikipedia.org|The_Big_Read
20180924 080218.033|20180924 080218.033|1|en.wikipedia.org|2nd_Parachute_Brigade_(United_Kingdom)
20180922 081225.586|20180922 081225.586|1|en.wikipedia.org|Wikipedia:Red_link
20180921 145303.195|20180921 145303.451|2|en.wikipedia.org|Wikipedia:What_is_an_article?
20180921 121407.797|20180921 121407.797|1|en.wikipedia.org|Help:Template
20180921 091648.267|20180921 091648.267|1|en.wikipedia.org|Flag
20180921 081447.415|20180921 081447.415|1|en.wikipedia.org|Pakistan
20180921 074434.744|20180921 074434.744|1|en.wikipedia.org|Rajasthan
20180921 074134.236|20180921 074134.236|1|en.wikipedia.org|India
20180921 071917.029|20180921 071917.029|1|en.wikipedia.org|Ancient_Egypt
20180920 164855.734|20180920 164855.734|1|en.wikipedia.org|Djed
20180920 151137.666|20180920 151137.666|1|en.wikipedia.org|Hallie_Earle
20180920 144509.306|20180920 150920.739|2|en.wikipedia.org|List_of_ecoregions_in_Bhutan
20180920 150621.684|20180920 150621.684|1|en.wikipedia.org|Identity_channel
20180920 150229.924|20180920 150229.924|1|en.wikipedia.org|Neferkheperu-her-sekheper
20180920 144916.980|20180920 144916.980|1|en.wikipedia.org|BRP_Liberato_Picar_(PG-377)
20180920 144045.959|20180920 144045.959|1|en.wikipedia.org|Gliese_667_Cc
20180920 131131.858|20180920 131131.858|1|en.wikipedia.org|Vulcan_salute
20180920 123741.711|20180920 123741.711|1|en.wikipedia.org|IPad_(4th_generation)
20180920 123523.711|20180920 123523.711|1|en.wikipedia.org|IPad
20180920 094021.500|20180920 094021.500|1|en.wikipedia.org|Tokyo_City
20180919 130307.688|20180919 130307.688|1|en.wikipedia.org|Book:Korn
20180919 130137.620|20180919 130137.620|1|en.wikipedia.org|Special:BookSources/0825618045
20180919 120817.420|20180919 120817.420|1|en.wikipedia.org|Life_Is_Peachy
20180918 140834.576|20180918 140834.576|1|en.wikipedia.org|IATA_airport_code
20180918 140020.585|20180918 140020.585|1|en.wikipedia.org|LAX_(disambiguation)
20180918 135911.051|20180918 135911.051|1|en.wikipedia.org|XY
20180918 135741.457|20180918 135741.457|1|en.wikipedia.org|Herma
20180918 135650.111|20180918 135650.111|1|en.wikipedia.org|Herm
20180918 073119.853|20180918 073119.853|1|en.wikipedia.org|Special:XowaSearch?search=herman&offsets=25
20180918 073016.536|20180918 073016.536|1|en.wikipedia.org|Special:XowaSearch?search=herman&fulltext=y
20180918 061240.036|20180918 061240.036|1|en.wikipedia.org|Show_cat
20180915 161859.935|20180915 161859.935|1|en.wikipedia.org|Wikipedia:Featured_articles
20180915 123800.317|20180915 123800.317|1|en.wikipedia.org|Portal:Arts
20180915 101808.478|20180915 101808.478|1|en.wikipedia.org|Wikipedia:Questions
20180915 081253.492|20180915 081253.492|1|en.wikipedia.org|Category:1984_births?from=R
20180915 081156.444|20180915 081156.444|1|en.wikipedia.org|Category:1984_births
20180914 094349.413|20180914 094349.413|1|en.wikipedia.org|Help:Editing
20180914 075021.810|20180914 075021.810|1|en.wikipedia.org|Wikipedia:Signatures
20180914 075004.496|20180914 075004.496|1|en.wikipedia.org|Wikipedia:Teahouse
20180914 074233.677|20180914 075000.781|2|en.wikipedia.org|Wikipedia:Help_desk
20180914 074214.536|20180914 074214.536|1|en.wikipedia.org|Wikipedia:Community_portal
20180914 062046.469|20180914 062046.469|1|en.wikipedia.org|File:Gtk3-demo_3.11.8.png
20180914 062043.100|20180914 062043.100|1|en.wikipedia.org|Widget_(GUI)
20180914 062018.303|20180914 062018.303|1|en.wikipedia.org|Search_box
20180914 061923.679|20180914 061923.679|1|en.wikipedia.org|Help:Searching
20180913 170902.841|20180914 061820.739|2|en.wikipedia.org|Wikipedia:File_Upload_Wizard
20180913 171028.948|20180913 171028.948|1|en.wikipedia.org|Special:Upload
20180913 094827.300|20180913 094827.300|1|en.wikipedia.org|Help:Menu
20180913 092050.845|20180913 094628.107|6|en.wikipedia.org|Wikipedia:WikiProject
20180902 132837.780|20180913 080702.676|2|home|App/Xtn/Browser/HTTP_Server
20180913 080517.321|20180913 080517.321|1|home|Help/About
20180903 121547.098|20180903 121547.098|1|home|Special:XowaDownloadCentralInfo?task_id=543
20180903 121457.972|20180903 121457.972|1|home|Special:XowaDownloadCentralInfo?task_id=412
20180902 131040.582|20180903 095811.727|2|home|Dashboard/Import/Online
20180902 135157.380|20180902 135157.380|1|home|Special:XowaDownloadCentralInfo?task_id=544
20180902 134317.942|20180902 134317.942|1|home|Dev/Design/Database
20180902 133023.522|20180902 133535.850|2|home|Dev/Command-line
20180902 132957.635|20180902 132957.635|1|home|App/Xtn/Browser/XOWA_viewer
